0.714, 0.5525315795898438, [(0 2 14)]
0.714, 0.5525317138671875, [(9 43 23)]
0.7121, 0.5517937530517578, [(8 14 31)]
0.714, 0.5525317169189453, [(9 44 3)]
0.714, 0.5525317260742187, [(12 57 2)]
0.714, 0.5525317169189453, [(8 39 11)]
0.714, 0.5525322540283203, [(4 28 13)]
0.714, 0.5525317352294923, [(5 38 26)]
0.714, 0.5525317199707032, [(9 4 2)]
0.714, 0.5525317260742187, [(0 55 25)]
0.7139, 0.5525618896484374, [(3 21 22)]
0.6724, 0.5188935821533203, [(9 1 31)]
0.714, 0.5525317138671875, [(11 60 2)]
0.714, 0.5525317230224609, [(14 54 28)]
0.714, 0.5525317260742187, [(11 62 31)]
0.714, 0.5525317230224609, [(0 63 28)]
0.7135, 0.5525137603759765, [(3 9 19)]
0.714, 0.5525317810058594, [(5 14 10)]
0.714, 0.5525317352294922, [(10 31 13)]
0.714, 0.5525317169189453, [(14 55 24)]
0.7147, 0.5510635314941406, [(2 20 24)]
0.714, 0.5525317321777343, [(15 8 23)]
0.714, 0.5525317291259766, [(1 19 5)]
0.714, 0.5525317169189452, [(7 48 22)]
0.714, 0.5525317230224609, [(2 38 25)]
0.714, 0.5525317260742187, [(6 39 13)]
0.7139, 0.5525323852539062, [(10 7 22)]
0.714, 0.5525317108154297, [(14 44 20)]
0.714, 0.5525317108154297, [(2 56 15)]
0.714, 0.5525317260742187, [(7 62 21)]
0.714, 0.5525317321777343, [(13 34 17)]
0.714, 0.5525317321777343, [(2 60 14)]
0.714, 0.5525317291259766, [(14 33 1)]
0.7035, 0.5431980529785156, [(5 23 25)]
0.714, 0.5525317321777343, [(11 35 8)]
0.714, 0.5525309967041016, [(6 16 14)]
0.7136, 0.552300634765625, [(5 10 27)]
0.714, 0.5525317169189452, [(1 47 0)]
0.714, 0.5525317199707032, [(4 54 2)]
0.714, 0.5525317199707032, [(0 51 31)]
0.714, 0.5525317260742187, [(9 24 7)]
0.714, 0.5525322357177734, [(4 5 14)]
0.714, 0.5525317199707032, [(15 30 9)]
0.714, 0.5525317291259766, [(2 55 5)]
0.714, 0.5525317199707032, [(10 4 7)]
0.714, 0.5525317291259766, [(9 46 11)]
0.714, 0.5525317199707032, [(12 52 0)]
0.714, 0.5525293395996094, [(10 5 19)]
0.714, 0.5525317260742187, [(8 57 27)]
0.714, 0.5525317199707032, [(12 42 29)]
0.714, 0.5525317230224609, [(0 35 18)]
0.714, 0.5525317260742187, [(10 50 13)]
0.714, 0.5525317291259766, [(4 30 1)]
0.714, 0.5525317321777343, [(11 38 2)]
0.714, 0.5525317260742187, [(15 63 9)]
0.714, 0.5525317199707032, [(2 61 7)]
0.714, 0.55253173828125, [(15 50 11)]
0.714, 0.5525317138671875, [(15 60 3)]
0.714, 0.5525317260742187, [(5 40 22)]
0.714, 0.5525317352294922, [(13 8 14)]
0.714, 0.5525317260742187, [(13 52 3)]
0.6894, 0.5219591491699219, [(14 2 31)]
0.7137, 0.5525762237548828, [(10 19 27)]
0.714, 0.5525317199707032, [(4 36 30)]
0.714, 0.5525317199707032, [(6 46 9)]
0.714, 0.5525317291259766, [(10 43 19)]
0.714, 0.5525317260742187, [(13 45 6)]
0.714, 0.5525317291259766, [(5 56 7)]
0.7122999999999999, 0.5529241302490234, [(9 1 21)]
0.714, 0.5525317352294922, [(13 55 3)]
0.714, 0.5525317291259766, [(11 63 18)]
0.714, 0.5525317260742187, [(7 57 30)]
0.714, 0.5525317352294922, [(10 8 5)]
0.7047000000000001, 0.5332651992797852, [(2 14 31)]
0.714, 0.5525317474365234, [(2 43 13)]
0.714, 0.5525317413330078, [(4 39 24)]
0.714, 0.5525317230224609, [(11 35 28)]
0.7128, 0.5508541961669922, [(7 10 25)]
0.6724, 0.5758136474609374, [(14 0 27)]
0.714, 0.5525317413330078, [(1 21 9)]
0.714, 0.5525317321777343, [(12 47 27)]
0.714, 0.5525346405029297, [(6 9 15)]
0.7139, 0.5525530487060547, [(1 8 21)]
0.714, 0.5525359710693359, [(1 12 19)]
0.714, 0.5525322204589844, [(7 17 14)]
0.0847, 0.0, [(4 27 30)]
0.714, 0.5525317260742187, [(14 52 14)]
0.714, 0.5525317260742187, [(0 38 27)]
0.714, 0.5525317321777343, [(7 62 26)]
0.714, 0.5525317260742187, [(2 40 15)]
0.714, 0.5525317169189453, [(15 62 4)]
0.714, 0.5525317291259766, [(7 29 1)]
0.714, 0.5525317199707032, [(6 10 5)]
0.714, 0.5525317169189453, [(9 1 2)]
0.714, 0.5525317291259766, [(5 48 9)]
0.7030000000000001, 0.5549856384277344, [(3 15 26)]
0.714, 0.5525317321777343, [(11 58 31)]
0.714, 0.5525317199707032, [(3 61 12)]
0.714, 0.5525317230224609, [(11 40 29)]
0.714, 0.5525317291259766, [(13 58 6)]
