7.139999999999999680e-01,5.525317002773284525e-01
1.539999999999999980e-01,9.291899227142333961e-01
7.139999999999999680e-01,5.525317827701569096e-01
7.139999999999999680e-01,5.525317256927489984e-01
7.139999999999999680e-01,5.525318331718445108e-01
7.139999999999999680e-01,5.525317289352417172e-01
7.139999999999999680e-01,5.525314002990722173e-01
7.138999999999999790e-01,5.525132059097289661e-01
7.139999999999999680e-01,5.525327778816223612e-01
7.139999999999999680e-01,5.525317205429076672e-01
7.139999999999999680e-01,5.525317293167114618e-01
7.139999999999999680e-01,5.525317241668701307e-01
7.139999999999999680e-01,5.525317259788513624e-01
7.139999999999999680e-01,5.525317192077636719e-01
7.139999999999999680e-01,5.525317554473876402e-01
7.139999999999999680e-01,5.525317275047302301e-01
7.139999999999999680e-01,5.525317209720611578e-01
7.140999999999999570e-01,5.525591192245483674e-01
7.139999999999999680e-01,5.525316307067871247e-01
7.139999999999999680e-01,5.525319693088531769e-01
7.139999999999999680e-01,5.525317280769348471e-01
9.919999999999999651e-02,2.959999999999999853e-01
7.139999999999999680e-01,5.525317205429076672e-01
7.133000000000000451e-01,5.534191895484924517e-01
7.137000000000000011e-01,5.523888625144958153e-01
7.138999999999999790e-01,5.525353904724120691e-01
7.139999999999999680e-01,5.525317302703857125e-01
7.139999999999999680e-01,5.525143863677978162e-01
7.139999999999999680e-01,5.525317332267761783e-01
7.140999999999999570e-01,5.526050808906555201e-01
7.107999999999999874e-01,5.513947781562804629e-01
7.139999999999999680e-01,5.525305973052978548e-01
7.139999999999999680e-01,5.525316024780273505e-01
7.139999999999999680e-01,5.525317299842834595e-01
7.133000000000000451e-01,5.585284929275512456e-01
7.139999999999999680e-01,5.525672284126281752e-01
7.139999999999999680e-01,5.525317217826842819e-01
7.138999999999999790e-01,5.526340814590453565e-01
7.139999999999999680e-01,5.525317342758179207e-01
7.139999999999999680e-01,5.525318874835968286e-01
7.139999999999999680e-01,5.525317173957824401e-01
6.926999999999999824e-01,5.406308361053466793e-01
7.112000000000000544e-01,5.524357727050781541e-01
7.139999999999999680e-01,5.513165370941162102e-01
7.139999999999999680e-01,5.525468933105468494e-01
7.139999999999999680e-01,5.525317265510558684e-01
7.139999999999999680e-01,5.525317246437072560e-01
7.139999999999999680e-01,5.525317279338837206e-01
6.513999999999999790e-01,5.615175399780273358e-01
7.139999999999999680e-01,5.525314769744873455e-01
7.015000000000000124e-01,5.453337499618530204e-01
7.139999999999999680e-01,5.525317255020141261e-01
7.139999999999999680e-01,5.525317261695862348e-01
7.139999999999999680e-01,5.525317313194274549e-01
5.060000000000000053e-01,5.756849871635436600e-01
7.136000000000000121e-01,5.527130339622498001e-01
7.139999999999999680e-01,5.525317231178283883e-01
7.139999999999999680e-01,5.525317317008971996e-01
7.139999999999999680e-01,5.525317261695862348e-01
7.139999999999999680e-01,5.525317255020141261e-01
7.139999999999999680e-01,5.525316806793212354e-01
7.136000000000000121e-01,5.526479931831359549e-01
7.139999999999999680e-01,5.525313470840453878e-01
7.139999999999999680e-01,5.525317248821258742e-01
7.075000000000000178e-01,5.482899827957152805e-01
7.139999999999999680e-01,5.525317173957824401e-01
7.139999999999999680e-01,5.525317294120788425e-01
7.139999999999999680e-01,5.525317295074463342e-01
7.141999999999999460e-01,5.527031285285949336e-01
7.131999999999999451e-01,5.527372273445129158e-01
7.139999999999999680e-01,5.525317659378051749e-01
7.140999999999999570e-01,5.525219839096069396e-01
7.135000000000000231e-01,5.525727761745452549e-01
7.139999999999999680e-01,5.525317309379577102e-01
7.139999999999999680e-01,5.525317361354827872e-01
7.139999999999999680e-01,5.525317281723022278e-01
7.135000000000000231e-01,5.525432186126708611e-01
7.139999999999999680e-01,5.525317317962646912e-01
7.128999999999999782e-01,5.563629538536071228e-01
7.139999999999999680e-01,5.525317275047302301e-01
